usuario_id,sector,ciudad,edad,genero,dispositivo,nivel_formativo,plan_acceso,formato,progreso_percent,dias_inactivo,interacciones,evaluaciones_completadas,tiempo_total_horas,n_sesiones,abandono
U00245,corporativa,Bilbao,53,Otro,escritorio,básico,empresa,asincrónico,22.3,3,52,0,26.79,25,0
U00246,universitaria,Valencia,22,M,tablet,avanzado,privado,asincrónico,79.0,2,91,4,27.09,12,0
U00247,subvencionada,Barcelona,54,F,móvil,básico,privado,asincrónico,90.0,4,43,2,8.94,13,0
U00248,universitaria,Bilbao,30,F,escritorio,avanzado,privado,híbrido,65.9,1,77,1,46.89,1,0
U00249,universitaria,Bilbao,55,M,móvil,básico,privado,híbrido,70.9,4,74,4,6.26,15,0
U00250,universitaria,Barcelona,55,M,escritorio,básico,subvencionado,híbrido,78.4,0,61,1,9.14,12,0
U00251,corporativa,Madrid,26,Otro,tablet,intermedio,privado,híbrido,64.3,5,62,1,1.71,20,0
U00252,universitaria,Sevilla,31,F,móvil,básico,empresa,híbrido,80.0,1,7,1,39.31,3,0
U00253,subvencionada,Bilbao,42,Otro,móvil,avanzado,gratuito,híbrido,56.3,3,56,2,10.24,9,0
U00254,corporativa,Zaragoza,31,F,escritorio,intermedio,gratuito,híbrido,22.1,1,97,2,2.23,29,0
U00255,universitaria,Barcelona,59,M,tablet,avanzado,empresa,asincrónico,65.6,4,84,4,52.52,5,0
U00256,universitaria,Madrid,59,F,tablet,básico,subvencionado,en vivo,11.0,5,68,4,0.61,22,0
U00257,subvencionada,Madrid,54,Otro,tablet,intermedio,gratuito,híbrido,71.8,3,32,4,0.7,21,0
U00258,corporativa,Sevilla,41,M,escritorio,básico,privado,híbrido,75.7,5,68,0,31.2,4,0
U00259,subvencionada,Sevilla,38,M,tablet,intermedio,gratuito,asincrónico,53.7,4,22,2,69.27,18,0
U00260,universitaria,Valencia,18,M,escritorio,básico,privado,híbrido,92.7,2,66,2,6.58,29,0
U00261,universitaria,Madrid,48,M,escritorio,avanzado,privado,asincrónico,51.8,4,67,3,5.87,10,0
U00262,subvencionada,Barcelona,44,Otro,escritorio,básico,gratuito,asincrónico,82.8,5,29,2,54.65,22,0
U00263,corporativa,Zaragoza,42,F,escritorio,avanzado,gratuito,asincrónico,66.8,2,40,3,5.87,16,0
U00264,universitaria,Bilbao,55,M,móvil,intermedio,empresa,asincrónico,56.6,2,97,0,37.79,6,0
U00265,universitaria,Sevilla,20,M,escritorio,avanzado,subvencionado,asincrónico,84.5,4,20,1,4.33,19,0
U00266,subvencionada,Sevilla,58,M,móvil,intermedio,subvencionado,en vivo,27.2,3,85,0,30.56,28,0
U00267,corporativa,Madrid,43,Otro,tablet,básico,empresa,híbrido,34.4,2,56,0,2.08,13,0
U00268,corporativa,Valencia,21,M,tablet,básico,subvencionado,en vivo,89.5,3,47,1,37.7,8,0
U00269,corporativa,Valencia,39,Otro,móvil,avanzado,subvencionado,en vivo,61.4,5,85,4,28.62,6,0
U00270,corporativa,Valencia,18,M,escritorio,básico,subvencionado,asincrónico,98.7,2,93,2,4.18,3,0
U00271,subvencionada,Madrid,23,Otro,escritorio,básico,gratuito,en vivo,63.3,3,66,2,64.11,10,0
U00272,subvencionada,Madrid,38,F,tablet,básico,privado,asincrónico,62.0,3,51,3,35.89,17,0
U00273,subvencionada,Barcelona,39,F,móvil,básico,privado,híbrido,74.1,3,17,3,4.75,27,0
U00274,corporativa,Barcelona,22,F,tablet,avanzado,subvencionado,en vivo,29.0,3,78,1,29.29,18,0
U00275,universitaria,Valencia,29,M,tablet,básico,privado,en vivo,75.8,0,21,4,60.63,21,0
U00276,universitaria,Barcelona,39,M,escritorio,básico,empresa,asincrónico,34.0,3,90,2,61.08,16,0
U00277,corporativa,Zaragoza,46,M,tablet,intermedio,gratuito,en vivo,41.3,2,39,0,1.82,22,0
U00278,corporativa,Barcelona,59,Otro,escritorio,intermedio,empresa,asincrónico,57.0,3,42,3,30.7,27,0
U00279,universitaria,Barcelona,25,M,tablet,intermedio,privado,híbrido,45.3,3,63,0,38.29,2,0
U00280,universitaria,Sevilla,47,M,tablet,intermedio,gratuito,en vivo,71.4,1,10,1,61.05,5,0
U00281,universitaria,Barcelona,24,Otro,tablet,básico,gratuito,híbrido,63.3,2,68,2,42.85,17,0
U00282,corporativa,Valencia,20,M,tablet,avanzado,gratuito,híbrido,60.6,8,37,0,3.63,11,0
U00283,subvencionada,Valencia,48,M,tablet,avanzado,gratuito,híbrido,19.6,6,74,1,4.08,16,0
U00284,corporativa,Madrid,26,M,tablet,avanzado,privado,asincrónico,79.1,3,87,1,56.65,18,0
U00285,corporativa,Valencia,22,F,móvil,básico,empresa,asincrónico,48.0,3,97,0,33.57,9,0
U00286,corporativa,Zaragoza,27,F,móvil,intermedio,empresa,híbrido,83.8,2,41,2,0.22,3,0
U00287,subvencionada,Madrid,42,M,escritorio,avanzado,empresa,en vivo,80.6,3,10,1,4.11,2,0
U00288,corporativa,Sevilla,42,Otro,tablet,avanzado,empresa,híbrido,25.9,2,40,2,17.51,29,0
U00289,subvencionada,Zaragoza,58,F,móvil,básico,subvencionado,híbrido,96.7,2,7,4,11.53,15,0
U00290,universitaria,Valencia,53,Otro,móvil,intermedio,empresa,en vivo,27.8,3,51,2,17.32,9,0
U00291,corporativa,Barcelona,52,M,móvil,básico,gratuito,en vivo,78.1,6,36,1,7.01,3,0
U00292,subvencionada,Zaragoza,22,M,móvil,básico,subvencionado,asincrónico,90.9,3,15,0,64.34,19,0
U00293,subvencionada,Valencia,57,Otro,tablet,básico,privado,híbrido,41.9,4,27,2,69.64,22,0
U00294,subvencionada,Barcelona,20,F,escritorio,básico,gratuito,asincrónico,38.6,3,24,0,10.38,8,0
U00295,subvencionada,Madrid,37,Otro,tablet,intermedio,gratuito,asincrónico,57.5,4,46,0,2.25,7,0
U00296,universitaria,Sevilla,39,M,tablet,avanzado,gratuito,en vivo,43.1,4,46,1,44.25,29,0
U00297,subvencionada,Barcelona,33,M,escritorio,avanzado,empresa,híbrido,98.4,4,15,2,29.25,23,0
U00298,corporativa,Bilbao,49,F,escritorio,avanzado,subvencionado,asincrónico,78.7,4,37,2,46.65,20,0
U00299,corporativa,Madrid,46,F,escritorio,intermedio,subvencionado,híbrido,37.4,4,63,3,33.79,3,0
U00300,subvencionada,Valencia,54,Otro,móvil,avanzado,gratuito,híbrido,90.4,3,9,4,1.04,25,0
U00301,subvencionada,Madrid,40,Otro,móvil,básico,gratuito,en vivo,75.8,3,6,4,61.16,13,0
U00302,subvencionada,Barcelona,23,Otro,escritorio,intermedio,gratuito,en vivo,6.1,3,57,2,0.4,28,0
U00303,universitaria,Valencia,24,M,móvil,avanzado,gratuito,híbrido,37.1,2,27,1,10.08,2,0
U00304,corporativa,Sevilla,57,Otro,tablet,intermedio,subvencionado,híbrido,58.3,3,29,1,11.73,8,0
U00305,universitaria,Zaragoza,37,F,escritorio,básico,gratuito,híbrido,27.1,3,38,0,14.63,22,0
U00306,universitaria,Sevilla,53,M,escritorio,intermedio,empresa,asincrónico,64.3,2,53,4,70.71,13,0
U00307,subvencionada,Barcelona,41,M,móvil,intermedio,subvencionado,asincrónico,93.6,3,98,4,8.7,11,0
U00308,subvencionada,Barcelona,38,F,escritorio,básico,subvencionado,asincrónico,100.0,0,76,1,9.07,11,0
U00309,corporativa,Valencia,28,Otro,escritorio,básico,gratuito,asincrónico,49.6,3,49,4,36.5,14,0
U00310,universitaria,Valencia,58,F,escritorio,intermedio,empresa,asincrónico,36.0,4,26,0,60.77,6,0
U00311,corporativa,Barcelona,29,M,tablet,intermedio,privado,en vivo,54.0,4,62,4,9.11,23,0
U00312,universitaria,Bilbao,18,F,móvil,avanzado,subvencionado,asincrónico,63.5,2,63,0,44.43,19,0
U00313,subvencionada,Valencia,27,Otro,móvil,avanzado,gratuito,en vivo,49.4,1,37,3,13.81,10,0
U00314,subvencionada,Barcelona,52,F,escritorio,avanzado,subvencionado,en vivo,100.0,6,80,4,97.13,13,0
U00315,subvencionada,Sevilla,44,M,escritorio,intermedio,subvencionado,en vivo,57.5,5,59,4,92.23,26,0
U00316,corporativa,Madrid,52,F,escritorio,avanzado,gratuito,asincrónico,44.9,3,8,2,17.95,2,0
U00317,subvencionada,Bilbao,40,Otro,escritorio,avanzado,gratuito,en vivo,68.5,1,61,4,24.11,14,0
U00318,subvencionada,Zaragoza,51,M,móvil,básico,subvencionado,híbrido,95.1,2,91,3,25.97,1,0
U00319,subvencionada,Valencia,22,M,escritorio,intermedio,empresa,híbrido,42.1,1,78,3,18.28,13,0
U00320,corporativa,Zaragoza,23,F,tablet,avanzado,empresa,híbrido,74.7,2,53,2,44.39,23,0
U00321,subvencionada,Sevilla,36,Otro,escritorio,avanzado,subvencionado,en vivo,81.9,5,59,3,39.11,16,0
U00322,universitaria,Barcelona,45,Otro,tablet,básico,privado,en vivo,57.1,2,56,4,27.66,15,0
U00323,universitaria,Valencia,30,F,escritorio,intermedio,gratuito,asincrónico,27.0,7,45,3,6.79,11,0
U00324,corporativa,Valencia,38,M,escritorio,avanzado,privado,híbrido,48.5,1,44,3,15.2,22,0
U00325,corporativa,Madrid,50,F,escritorio,avanzado,empresa,asincrónico,53.2,2,93,0,8.81,12,0
U00326,corporativa,Sevilla,20,F,escritorio,intermedio,subvencionado,en vivo,55.3,4,73,1,69.86,4,0
U00327,corporativa,Sevilla,26,Otro,escritorio,básico,empresa,asincrónico,43.6,0,43,1,14.34,27,0
U00328,universitaria,Zaragoza,52,M,móvil,avanzado,gratuito,en vivo,60.5,5,99,3,19.34,26,0
U00329,corporativa,Sevilla,50,M,escritorio,básico,gratuito,asincrónico,58.3,6,42,4,15.58,8,0
U00330,corporativa,Bilbao,52,F,escritorio,avanzado,gratuito,asincrónico,56.1,2,68,0,96.89,14,0
U00331,corporativa,Barcelona,29,F,escritorio,intermedio,empresa,asincrónico,61.6,2,18,0,42.91,9,0
U00332,universitaria,Valencia,33,Otro,móvil,avanzado,privado,híbrido,77.3,2,85,0,10.42,26,0
U00333,corporativa,Zaragoza,39,M,tablet,intermedio,empresa,asincrónico,0.0,5,98,3,41.26,23,0
U00334,universitaria,Madrid,19,M,escritorio,básico,privado,asincrónico,0.7,1,42,1,16.9,2,0
U00335,corporativa,Barcelona,36,F,escritorio,básico,subvencionado,híbrido,72.4,5,23,4,64.25,8,0
U00336,corporativa,Barcelona,25,F,escritorio,intermedio,privado,híbrido,72.0,2,9,4,49.83,21,0
U00337,corporativa,Madrid,29,F,escritorio,básico,privado,asincrónico,35.2,5,82,3,26.98,2,0
U00338,subvencionada,Barcelona,46,F,móvil,intermedio,empresa,en vivo,36.3,4,7,1,6.51,14,0
U00339,universitaria,Bilbao,39,Otro,tablet,intermedio,empresa,híbrido,74.6,1,50,3,3.13,24,0
U00340,subvencionada,Sevilla,51,M,móvil,básico,subvencionado,en vivo,72.1,1,5,2,33.95,17,0
U00341,corporativa,Sevilla,27,F,tablet,básico,privado,en vivo,41.5,1,59,1,24.42,13,0
U00342,corporativa,Valencia,34,M,móvil,básico,empresa,híbrido,86.5,4,32,2,3.55,16,0
U00343,universitaria,Bilbao,50,Otro,escritorio,básico,subvencionado,híbrido,49.6,5,33,4,75.47,29,0
U00344,corporativa,Barcelona,32,F,escritorio,básico,empresa,híbrido,53.9,4,12,0,8.69,12,0
U00345,corporativa,Sevilla,32,M,tablet,avanzado,privado,híbrido,63.5,3,77,2,56.64,16,0
U00346,subvencionada,Madrid,37,M,móvil,avanzado,gratuito,en vivo,13.0,2,61,2,6.96,7,0
U00347,corporativa,Sevilla,31,F,móvil,básico,privado,asincrónico,52.8,2,78,0,15.91,5,0
U00348,universitaria,Sevilla,52,M,tablet,avanzado,subvencionado,en vivo,66.9,2,10,2,55.55,29,0
U00349,corporativa,Zaragoza,29,Otro,móvil,avanzado,gratuito,asincrónico,35.7,6,93,3,29.91,8,0
U00350,corporativa,Bilbao,29,Otro,móvil,básico,privado,asincrónico,100.0,5,87,3,67.96,16,0
U00351,universitaria,Bilbao,28,M,móvil,avanzado,privado,asincrónico,53.2,0,33,4,94.05,13,0
U00352,subvencionada,Barcelona,44,Otro,escritorio,avanzado,privado,híbrido,34.3,4,83,3,52.87,24,0
U00353,universitaria,Valencia,36,M,tablet,básico,empresa,en vivo,19.5,5,28,1,8.49,16,0
U00354,subvencionada,Madrid,20,Otro,escritorio,básico,gratuito,híbrido,72.5,2,87,3,26.34,13,0
U00355,subvencionada,Zaragoza,20,M,móvil,básico,privado,en vivo,74.7,2,28,3,2.66,9,0
U00356,universitaria,Sevilla,21,Otro,tablet,básico,empresa,híbrido,60.7,7,99,2,32.78,28,0
U00357,corporativa,Madrid,37,F,móvil,básico,subvencionado,en vivo,58.0,1,50,3,21.77,12,0
U00358,corporativa,Zaragoza,38,F,tablet,intermedio,empresa,asincrónico,37.9,2,12,3,52.08,8,0
U00359,universitaria,Barcelona,54,M,tablet,avanzado,privado,híbrido,71.4,4,11,0,7.43,25,0
U00360,subvencionada,Valencia,26,Otro,móvil,intermedio,empresa,en vivo,81.1,5,39,3,0.02,24,0
U00361,corporativa,Zaragoza,39,M,escritorio,básico,empresa,asincrónico,33.2,1,76,0,48.87,28,0
U00362,subvencionada,Bilbao,29,F,móvil,avanzado,privado,híbrido,86.8,6,81,0,22.2,5,0
U00363,universitaria,Sevilla,28,M,tablet,básico,subvencionado,asincrónico,59.9,1,92,3,23.81,3,0
U00364,universitaria,Zaragoza,43,F,escritorio,avanzado,empresa,asincrónico,100.0,2,21,4,16.73,23,0
U00365,universitaria,Bilbao,51,Otro,escritorio,básico,empresa,asincrónico,81.5,2,61,0,38.74,23,0
U00366,universitaria,Bilbao,52,M,móvil,intermedio,privado,asincrónico,21.9,3,75,3,3.57,10,0
U00367,subvencionada,Sevilla,22,M,tablet,avanzado,subvencionado,asincrónico,42.9,6,42,3,2.09,19,0
U00368,subvencionada,Madrid,44,M,escritorio,básico,subvencionado,en vivo,77.0,4,98,2,34.38,23,0
U00369,subvencionada,Bilbao,20,F,escritorio,intermedio,gratuito,asincrónico,100.0,2,84,1,47.63,18,0
U00370,subvencionada,Madrid,59,Otro,escritorio,básico,privado,híbrido,82.6,2,92,2,37.99,7,0
U00371,universitaria,Bilbao,46,M,tablet,avanzado,privado,en vivo,4.2,6,42,1,0.05,10,0
U00372,universitaria,Barcelona,49,F,escritorio,intermedio,gratuito,en vivo,88.8,0,80,0,65.15,18,0
U00373,corporativa,Bilbao,32,Otro,móvil,intermedio,gratuito,en vivo,64.9,4,75,0,28.85,26,0
U00374,subvencionada,Barcelona,50,M,escritorio,avanzado,privado,híbrido,52.7,8,67,3,2.53,5,0
U00375,universitaria,Bilbao,40,F,escritorio,básico,subvencionado,asincrónico,100.0,5,64,3,7.67,12,0
U00376,subvencionada,Sevilla,55,M,tablet,intermedio,empresa,híbrido,100.0,1,71,0,225.08,18,0
U00377,subvencionada,Madrid,32,F,tablet,avanzado,subvencionado,híbrido,100.0,4,52,3,36.12,10,0
U00378,corporativa,Madrid,30,F,escritorio,intermedio,privado,en vivo,34.0,1,35,3,43.75,16,0
U00379,subvencionada,Madrid,59,M,escritorio,avanzado,privado,híbrido,99.1,4,31,1,10.71,12,0
U00380,subvencionada,Zaragoza,35,M,móvil,intermedio,empresa,en vivo,33.2,3,24,3,20.17,6,0
U00381,subvencionada,Bilbao,28,F,móvil,avanzado,empresa,en vivo,86.9,1,65,4,50.17,28,0
U00382,corporativa,Sevilla,58,Otro,escritorio,intermedio,privado,híbrido,80.5,3,33,3,20.32,2,0
U00383,subvencionada,Zaragoza,27,Otro,tablet,intermedio,gratuito,en vivo,36.0,2,50,3,21.82,13,0
U00384,universitaria,Barcelona,30,Otro,móvil,básico,empresa,asincrónico,75.3,5,35,1,67.03,21,0
U00385,subvencionada,Bilbao,19,Otro,escritorio,básico,subvencionado,en vivo,91.6,3,89,0,6.77,10,0
U00386,subvencionada,Zaragoza,48,Otro,escritorio,básico,empresa,asincrónico,88.2,6,49,2,44.97,11,0
U00387,corporativa,Barcelona,26,Otro,tablet,básico,gratuito,híbrido,33.6,2,36,4,59.48,24,0
U00388,subvencionada,Valencia,52,F,móvil,avanzado,gratuito,híbrido,61.8,1,79,0,1.08,9,0
U00389,subvencionada,Bilbao,35,F,tablet,avanzado,subvencionado,en vivo,31.5,5,26,2,44.16,18,0
U00390,subvencionada,Valencia,44,F,tablet,intermedio,empresa,asincrónico,74.0,4,25,1,32.34,21,0
U00391,corporativa,Zaragoza,20,Otro,tablet,básico,subvencionado,híbrido,87.4,3,50,3,5.52,17,0
U00392,subvencionada,Bilbao,41,F,tablet,intermedio,subvencionado,asincrónico,39.6,1,45,1,13.95,5,0
U00393,universitaria,Madrid,51,Otro,escritorio,básico,subvencionado,asincrónico,73.5,9,60,0,15.33,11,0
U00394,subvencionada,Bilbao,37,F,móvil,avanzado,privado,híbrido,71.4,2,27,3,7.58,11,0
U00395,universitaria,Madrid,30,M,tablet,avanzado,empresa,híbrido,83.4,2,36,3,3.26,4,0
U00396,universitaria,Zaragoza,44,F,móvil,intermedio,gratuito,en vivo,99.6,7,76,0,34.16,12,0
U00397,corporativa,Bilbao,44,Otro,escritorio,básico,subvencionado,en vivo,96.0,2,19,3,20.99,29,0
U00398,subvencionada,Valencia,51,Otro,móvil,avanzado,subvencionado,asincrónico,61.6,3,92,0,20.05,27,0
U00399,subvencionada,Madrid,27,F,tablet,avanzado,gratuito,en vivo,62.6,3,24,2,0.88,15,0
U00400,corporativa,Bilbao,36,M,tablet,básico,subvencionado,asincrónico,73.0,3,85,2,9.42,4,0
U00401,subvencionada,Barcelona,23,Otro,móvil,intermedio,empresa,híbrido,75.5,4,7,3,20.54,15,0
U00402,universitaria,Bilbao,49,Otro,tablet,intermedio,subvencionado,híbrido,21.7,1,11,1,5.36,6,0
U00403,corporativa,Barcelona,41,Otro,escritorio,básico,subvencionado,híbrido,78.4,4,23,2,102.73,27,0
U00404,universitaria,Sevilla,33,F,escritorio,avanzado,gratuito,en vivo,18.2,3,37,1,94.57,28,0
U00405,corporativa,Madrid,48,Otro,escritorio,básico,gratuito,híbrido,94.6,5,28,3,1.37,23,0
U00406,universitaria,Bilbao,45,Otro,escritorio,avanzado,privado,en vivo,100.0,2,65,4,8.55,23,0
U00407,subvencionada,Barcelona,27,F,móvil,intermedio,privado,en vivo,29.8,4,86,3,12.81,23,0
U00408,subvencionada,Barcelona,44,Otro,tablet,básico,privado,asincrónico,54.6,3,11,1,14.16,8,0
U00409,universitaria,Bilbao,55,F,tablet,intermedio,empresa,en vivo,93.1,5,23,4,18.81,17,0
U00410,subvencionada,Barcelona,40,Otro,escritorio,intermedio,gratuito,en vivo,26.7,2,46,0,19.76,7,0
U00411,corporativa,Madrid,41,Otro,escritorio,avanzado,privado,asincrónico,65.2,6,64,4,20.44,24,0
U00412,subvencionada,Zaragoza,31,M,tablet,avanzado,subvencionado,en vivo,12.6,3,68,4,24.28,11,0
U00413,corporativa,Zaragoza,28,F,escritorio,avanzado,subvencionado,asincrónico,87.5,1,49,4,32.65,10,0
U00414,universitaria,Valencia,52,M,escritorio,básico,gratuito,en vivo,32.7,4,94,0,5.58,2,0
U00415,universitaria,Zaragoza,25,Otro,móvil,intermedio,subvencionado,asincrónico,40.0,3,45,2,35.17,27,0
U00416,corporativa,Sevilla,50,M,tablet,avanzado,subvencionado,en vivo,55.1,0,59,4,5.01,15,0
U00417,corporativa,Sevilla,18,M,escritorio,intermedio,subvencionado,en vivo,64.8,5,50,0,7.38,21,0
U00418,subvencionada,Bilbao,24,Otro,móvil,avanzado,empresa,híbrido,85.7,3,70,1,76.09,13,0
U00419,corporativa,Valencia,46,Otro,móvil,básico,privado,asincrónico,49.2,3,98,0,32.64,28,0
U00420,corporativa,Bilbao,21,Otro,tablet,avanzado,empresa,en vivo,37.4,1,59,0,4.74,27,0
U00421,subvencionada,Madrid,38,M,móvil,avanzado,subvencionado,híbrido,35.0,3,70,2,13.83,24,0
U00422,universitaria,Sevilla,41,Otro,escritorio,básico,privado,asincrónico,27.1,5,47,4,9.17,21,0
U00423,universitaria,Madrid,22,M,escritorio,avanzado,privado,híbrido,61.3,2,45,4,26.43,15,0
U00424,corporativa,Valencia,43,M,tablet,intermedio,privado,asincrónico,72.6,1,72,2,23.13,15,0
U00425,universitaria,Valencia,22,F,móvil,avanzado,subvencionado,en vivo,35.5,6,86,2,1.65,5,0
U00426,subvencionada,Sevilla,33,F,escritorio,intermedio,gratuito,asincrónico,85.0,6,52,3,41.57,9,0
U00427,corporativa,Sevilla,31,F,móvil,intermedio,subvencionado,asincrónico,66.8,2,32,1,5.43,17,0
U00428,corporativa,Barcelona,55,Otro,escritorio,avanzado,empresa,asincrónico,91.0,2,5,4,6.24,20,0
U00429,subvencionada,Valencia,56,Otro,móvil,avanzado,gratuito,asincrónico,39.2,3,23,0,15.3,17,0
U00430,corporativa,Valencia,49,M,tablet,intermedio,privado,en vivo,93.9,1,93,3,22.88,29,0
U00431,subvencionada,Barcelona,26,F,móvil,intermedio,gratuito,en vivo,13.3,3,71,0,37.28,10,0
U00432,subvencionada,Valencia,54,Otro,escritorio,básico,subvencionado,asincrónico,48.8,2,71,4,10.57,3,0
U00433,universitaria,Madrid,49,Otro,escritorio,básico,privado,asincrónico,63.3,4,54,2,2.92,24,0
U00434,universitaria,Bilbao,30,M,tablet,avanzado,privado,híbrido,53.8,1,53,3,3.1,9,0
U00435,subvencionada,Barcelona,35,M,móvil,avanzado,privado,híbrido,73.1,4,77,2,31.43,15,0
U00436,corporativa,Madrid,31,F,tablet,intermedio,privado,híbrido,30.8,5,18,4,1.57,7,0
U00437,corporativa,Bilbao,31,Otro,tablet,básico,privado,asincrónico,60.0,2,61,4,46.16,11,0
U00438,universitaria,Bilbao,50,M,escritorio,básico,empresa,en vivo,31.8,3,12,3,28.63,7,0
U00439,subvencionada,Sevilla,18,Otro,tablet,avanzado,privado,híbrido,58.7,4,56,1,2.74,5,0
U00440,corporativa,Valencia,33,M,escritorio,avanzado,gratuito,asincrónico,77.2,5,23,3,9.47,12,0
U00441,subvencionada,Madrid,28,Otro,móvil,básico,empresa,híbrido,95.1,6,95,0,17.56,19,0
U00442,subvencionada,Zaragoza,42,F,tablet,básico,subvencionado,en vivo,36.1,1,51,3,50.05,26,0
U00443,corporativa,Valencia,22,F,móvil,básico,subvencionado,en vivo,59.2,5,51,0,8.79,19,0
U00444,corporativa,Valencia,29,M,móvil,intermedio,gratuito,híbrido,74.6,5,23,2,12.32,1,0
U00445,universitaria,Valencia,23,F,móvil,intermedio,subvencionado,en vivo,0.0,6,53,4,34.98,21,0
U00446,corporativa,Sevilla,40,F,móvil,intermedio,empresa,híbrido,31.1,4,88,4,21.23,9,0
U00447,subvencionada,Zaragoza,29,M,tablet,intermedio,empresa,asincrónico,76.1,2,18,0,32.06,6,0
U00448,corporativa,Bilbao,52,M,móvil,intermedio,subvencionado,en vivo,51.1,5,91,3,58.1,10,0
U00449,universitaria,Barcelona,42,Otro,móvil,intermedio,subvencionado,híbrido,55.4,2,20,2,3.4,20,0
U00450,subvencionada,Valencia,32,M,móvil,intermedio,privado,asincrónico,48.2,3,90,1,68.28,15,0
U00451,subvencionada,Sevilla,19,M,tablet,intermedio,privado,asincrónico,36.6,2,25,3,11.66,12,0
U00452,subvencionada,Sevilla,54,M,móvil,intermedio,subvencionado,asincrónico,78.9,4,86,4,20.29,23,0
U00453,corporativa,Barcelona,55,M,móvil,intermedio,subvencionado,híbrido,42.9,1,55,1,13.37,9,0
U00454,corporativa,Madrid,18,F,tablet,básico,gratuito,híbrido,73.3,3,47,2,7.64,4,0
U00455,universitaria,Madrid,30,F,móvil,intermedio,gratuito,híbrido,87.8,4,92,3,0.6,9,0
U00456,subvencionada,Bilbao,26,M,escritorio,intermedio,empresa,asincrónico,56.9,1,28,2,17.9,5,0
U00457,universitaria,Zaragoza,28,F,escritorio,intermedio,gratuito,asincrónico,58.8,5,65,0,9.23,17,0
U00458,universitaria,Madrid,24,Otro,tablet,avanzado,empresa,en vivo,50.7,1,30,1,10.85,14,0
U00459,universitaria,Valencia,50,M,tablet,intermedio,privado,híbrido,83.6,5,82,3,33.38,27,0
U00460,corporativa,Valencia,56,M,escritorio,intermedio,privado,híbrido,65.8,2,65,0,48.99,12,0
U00461,universitaria,Madrid,36,Otro,móvil,básico,privado,en vivo,100.0,5,26,4,11.79,22,0
U00462,universitaria,Barcelona,32,M,móvil,intermedio,empresa,en vivo,50.5,3,22,1,5.85,3,0
U00463,corporativa,Bilbao,20,F,escritorio,avanzado,subvencionado,híbrido,45.3,5,73,0,24.32,24,0
U00464,universitaria,Madrid,23,M,móvil,avanzado,privado,en vivo,58.3,2,15,2,3.65,23,0
U00465,universitaria,Barcelona,58,M,móvil,intermedio,subvencionado,en vivo,49.7,4,89,4,30.73,14,0
U00466,corporativa,Barcelona,47,F,tablet,avanzado,empresa,asincrónico,78.9,4,33,2,2.08,12,0
U00467,corporativa,Barcelona,53,F,tablet,básico,empresa,asincrónico,38.5,2,69,0,20.12,20,0
U00468,corporativa,Sevilla,31,F,tablet,básico,empresa,asincrónico,74.4,1,56,2,2.1,25,0
U00469,universitaria,Bilbao,43,M,tablet,básico,privado,en vivo,100.0,1,45,0,56.16,29,0
U00470,subvencionada,Zaragoza,52,F,tablet,avanzado,privado,en vivo,32.1,2,55,4,20.58,26,0
U00471,corporativa,Sevilla,32,F,móvil,avanzado,empresa,híbrido,17.9,4,47,1,28.51,10,0
U00472,corporativa,Madrid,35,F,tablet,básico,privado,asincrónico,78.6,8,10,3,4.61,10,0
U00473,corporativa,Madrid,42,M,móvil,básico,empresa,asincrónico,42.0,8,68,3,26.06,25,0
U00474,universitaria,Valencia,32,F,móvil,básico,subvencionado,asincrónico,43.6,3,22,0,28.89,7,0
U00475,universitaria,Zaragoza,31,F,móvil,avanzado,privado,híbrido,82.7,3,41,3,14.8,12,0
U00476,subvencionada,Zaragoza,38,M,móvil,intermedio,subvencionado,asincrónico,100.0,2,20,0,41.56,8,0
U00477,subvencionada,Sevilla,54,F,tablet,básico,empresa,asincrónico,27.8,2,30,4,13.31,17,0
U00478,subvencionada,Valencia,38,F,escritorio,básico,privado,híbrido,54.9,1,59,0,16.01,17,0
U00479,corporativa,Bilbao,27,M,escritorio,básico,gratuito,híbrido,43.1,2,55,4,15.44,29,0
U00480,corporativa,Barcelona,23,F,escritorio,intermedio,gratuito,asincrónico,35.9,1,83,2,0.17,21,0
U00481,subvencionada,Sevilla,23,F,móvil,básico,empresa,en vivo,65.0,7,56,0,50.45,4,0
U00482,corporativa,Sevilla,26,Otro,móvil,básico,privado,en vivo,6.8,4,67,4,10.6,4,0
U00483,subvencionada,Zaragoza,43,F,tablet,básico,subvencionado,híbrido,77.9,0,64,3,6.66,8,0
U00484,corporativa,Bilbao,25,Otro,móvil,avanzado,empresa,en vivo,86.1,3,81,0,13.48,29,0
U00485,corporativa,Madrid,29,F,tablet,básico,subvencionado,híbrido,44.7,9,75,0,14.4,28,0
U00486,subvencionada,Bilbao,35,M,escritorio,básico,empresa,asincrónico,83.0,0,93,2,74.31,6,0
U00487,universitaria,Barcelona,30,M,escritorio,avanzado,empresa,en vivo,66.1,1,12,4,30.83,28,0
U00488,corporativa,Bilbao,54,M,móvil,avanzado,privado,híbrido,95.4,1,62,2,30.3,24,0
U00489,universitaria,Madrid,32,F,tablet,básico,privado,en vivo,39.7,4,83,0,18.1,22,0
U00490,subvencionada,Valencia,27,M,escritorio,avanzado,privado,híbrido,80.5,4,76,3,40.79,22,0
U00491,corporativa,Madrid,59,M,móvil,avanzado,privado,híbrido,75.6,1,21,4,17.33,2,0
